학교명,법인명,학급,설립,학종,지역,회계,회계연도,1.자금수입총계[1135],2.운영수입[1086],3.등록금및수강료수입[1001],4.등록금수입[1002],5.입학금[1003],6.학부생입학금[1004],6.대학원생입학금[1005],6.기타입학금,5.수업료[1007],6.학부생수업료[1008],6.대학원생수업료[1009],6.계절학기수업료[1010],4.수강료수입[1011],5.단기수강료[1012],5.시간제등록금,3.전입및기부수입[1013],4.전입금수입[1014],5.경상비전입금[1015],5.법정부담전입금[1020],6.교원법정전입금(1)[1385],7.교원사학연금전입금(1)[1386],7.교원국민연금전입금(1)[1387],7.교원건강보험전입금(1)[1388],7.교원산재·고용보험전입금(1)[1389],7.교원퇴직수당전입금(1)[1507],6.직원법정전입금(2)[1390],7.직원사학연금전입금(2)[1391],7.직원국민연금전입금(2)[1392],7.직원건강보험전입금(2)[1393],7.직원산재·고용보험전입금(2)[1394],7.직원퇴직수당전입금(2)[1508],5.자산전입금[1026],6.자금전입금[1311],6.현물전입금[1312],5.부속병원전입금[1027],5.특별회계전입금[1032],5.교내전입금[1033],5.수익사업전입금[1034],5.등록금회계전입금[1351],6.건축적립금적립액[1509],6.차입원리금상환액[1510],5.비등록금회계전입금,4.기부금수입[1035],5.일반기부금(1)[1036],6.기업체(1)[1037],6.단체및기관(1)[1038],6.개인(1)[1039],5.지정기부금(2)[1040],6.기업체(2)[1041],6.단체및기관(2)[1042],6.개인(2)[1043],5.연구기부금(3)[1044],6.기업체(3)[1045],6.단체및기관(3)[1046],6.개인(3)[1047],4.국고보조금수입[1048],5.교육부[1313],6.국가장학금[1500],6.기타지원금[1501],5.타기관[1314],5.지방자치단체[1315],4.산학협력단및학교기업전입금[1365],5.산학협력단전입금[1297],5.학교기업전입금[1304],3.교육부대수입[1060],4.입시수수료수입[1061],5.입학원서대[1062],5.수험료[1063],4.증명사용료수입[1064],5.증명료[1065],5.대여료및사용료[1066],4.기타교육부대수입[1067],5.논문심사수입[1068],5.실습수입[1069],5.기타교육부대수입[1070],3.교육외수입[1071],4.예금이자수입[1072],5.예금이자[1073],5.기금투자자산처분수입,4.기타교육외수입[1074],5.잡수입[1075],5.특별회계사업수입[1301],4.수익재산수입[1081],5.임대료수입[1082],5.배당금수입[1083],5.임농수산물수입[1084],5.기타수익재산수입[1085],2.자산및부채수입[1126],3.투자와기타자산수입[1087],4.투자자산수입[1088],5.투자유가증권매각대[1089],5.출자금회수[1090],5.부속병원투자자산회수,5.산학협력단투자자산회수,5.학교기업투자자산회수[1306],5.기타투자자산수입[1091],4.원금보존기금인출수입[1353],5.원금보존연구기금인출[1354],5.원금보존건축기금인출[1355],5.원금보존장학기금인출[1356],5.원금보존퇴직기금인출[1367],5.원금보존특정목적기금인출[1357],4.임의기금인출수입[1092],5.임의연구기금인출[1093],5.임의건축기금인출[1094],5.임의장학기금인출[1095],5.임의퇴직기금인출[1096],5.임의특정목적기금인출[1097],4.기타자산수입[1098],5.전신전화보증금회수[1099],5.임차보증금회수[1100],5.장기대여금회수[1101],5.수익용예금인출[1502],5.기타자산수입[1102],3.고정자산매각수입[1103],4.유형고정자산매각수입[1104],5.토지매각대[1105],5.건물매각대[1106],5.구축물매각대[1107],5.기계기구매각대[1108],5.집기비품매각대[1109],5.컨텐츠매각대[1319],5.차량운반구매각대[1110],5.도서매각대[1111],5.유물매각대[1112],4.무형고정자산매각수입[1113],5.무형고정자산매각대[1114],3.유동부채입금[1115],4.단기차입금[1116],5.단기차입금차입[1117],3.고정부채입금[1118],4.장기차입금[1119],5.장기차입금차입[1120],5.차관도입[1121],5.학교채발행[1122],4.기타고정부채[1123],5.임대보증금수입[1124],5.기타고정부채수입[1125],3.기본금[1371],4.출연기본금[1372],5.설립자기본금[1373],5.법인[1374],2.미사용전기이월자금[1127],3.미사용전기이월자금[1294],4.미사용전기이월자금[1381],1.자금지출총계[1293],2.운영지출[1241],3.보수[1136],4.교원보수[1137],5.교원급여[1138],5.교원상여금[1139],5.교원각종수당[1140],5.교원법정부담금(3)[1141],6.교원사학연금부담금(3)[1395],6.교원국민연금부담금(3)[1396],6.교원건강보험부담금(3)[1397],6.교원산재·고용보험부담금(3)[1398],6.교원퇴직수당부담금(3)[1511],5.시간강의료[1142],5.특별강의료[1143],5.교원퇴직금[1144],5.조교인건비[1145],4.직원보수[1146],5.직원급여[1147],5.직원상여금[1148],5.직원각종수당[1149],5.직원법정부담금(4)[1150],6.직원사학연금부담금(4)[1399],6.직원국민연금부담금(4)[1400],6.직원건강보험부담금(4)[1401],6.직원산재·고용보험부담금(4)[1402],6.직원퇴직수당부담금(4)[1503],5.임시직인건비[1151],5.노임[1152],5.직원퇴직금[1153],3.관리운영비[1154],4.시설관리비[1155],5.건축물관리비[1156],5.장비관리비[1157],5.조경관리비[1158],5.박물관관리비[1159],5.시설용역비[1160],5.보험료[1161],5.리스임차료[1162],5.기타시설관리비[1165],4.일반관리비[1166],5.여비교통비[1167],5.차량유지비[1168],5.소모품비[1169],5.인쇄출판비[1170],5.난방비[1171],5.전기수도료[1172],5.통신비[1173],5.제세공과금[1174],5.지급수수료[1175],4.운영비[1176],5.복리후생비[1177],5.교육훈련비[1178],5.일반용역비[1179],5.업무추진비[1180],5.기관장 업무추진비[1601],5.상임이사 업무추진비[1602],5.기타 업무추진비[1603],5.홍보비[1181],5.회의비[1182],5.행사비[1183],5.선교비[1184],5.기타운영비[1185],3.연구학생경비[1186],4.연구비[1187],5.연구비[1188],5.연구관리비[1189],4.학생경비[1190],5.교외장학금[1368],5.교내장학금[1369],5.장학금[1191],6.내부장학금[1330],6.외부장학금[1331],5.학비감면[1192],5.실험실습비[1193],5.논문심사료[1199],5.학생지원비[1200],5.기타학생경비[1201],4.입시관리비[1202],5.입시수당[1203],5.입시경비[1204],3.교육외비용[1205],4.지급이자[1206],5.지급이자[1207],4.기타교육외비용[1208],5.잡손실[1209],5.특별회계사업비,5.기금투자자산처분손실,3.전출금[1216],4.전출금[1217],5.경상비전출금[1218],5.법정부담전출금[1223],6.교원법정전출금(5)[1403],7.교원사학연금전출금(5)[1404],7.교원국민연금전출금(5)[1405],7.교원건강보험전출금(5)[1406],7.교원산재·고용보험전출금(5)[1407],7.교원퇴직수당전출금(5)[1504],6.직원법정전출금(6)[1408],7.직원사학연금전출금(6)[1409],7.직원국민연금전출금(6)[1410],7.직원건강보험전출금(6)[1411],7.직원산재·고용보험전출금(6)[1412],7.직원퇴직수당전출금(6)[1505],5.자산전출금[1228],6.자금전출금[1341],6.현물전출금[1342],5.부속병원전출금[1233],5.특별회계전출금[1235],5.교내전출금[1240],5.등록금회계전출금,5.비등록금회계전출금[1359],6.건축적립금적립액[1512],6.차입원리금상환액[1513],4.산학협력단및학교기업전출금[1366],5.산학협력단전출금[1296],5.학교기업전출금[1343],3.예비비[1347],4.예비비[1348],5.예비비[1349],2.자산및부채지출[1242],3.투자와기타자산지출[1243],4.설치학교[1375],5.대학[1376],5.전문대학[1377],5.원격대학[1378],5.초중고교[1379],5.부속병원[1380],4.투자자산지출[1244],5.투자유가증권매입대[1245],5.출자금지출[1246],5.부속병원투자지출[1247],5.산학협력단투자자산지출,5.학교기업투자자산지출[1305],5.기타투자자산지출[1248],4.원금보존기금적립지출[1360],5.원금보존연구기금적립[1361],5.원금보존건축기금적립[1362],5.원금보존장학기금적립[1363],5.원금보존퇴직기금적립[1370],5.원금보존특정목적기금적립[1364],4.임의기금적립지출[1249],5.임의연구기금적립[1250],5.임의건축기금적립[1251],5.임의장학기금적립[1252],5.임의퇴직기금적립[1253],5.임의특정목적기금적립[1254],4.기타자산지출[1255],5.전신전화보증금지출[1256],5.임차보증금지출[1257],5.장기대여금지출[1258],5.수익용예금예치[1506],5.기타자산지출[1259],3.고정자산매입지출[1260],4.유형고정자산매입지출[1261],5.토지매입비[1262],5.건물매입비[1263],5.구축물매입비[1264],5.기계기구매입비[1265],5.집기비품매입비[1266],5.컨텐츠매입비[1346],5.차량운반구매입비[1267],5.도서구입비[1268],5.박물관유물구입비[1269],5.건설가계정[1270],4.무형고정자산취득비[1271],5.무형고정자산취득비[1272],3.유동부채상환[1273],4.단기차입금상환[1274],5.단기차입금상환[1275],3.고정부채상환[1276],4.장기차입금상환[1277],5.장기차입금상환[1278],5.차관상환[1279],5.학교채상환[1280],4.기타고정부채상환[1281],5.임대보증금환급[1282],5.장기미지급금상환[1283],5.기타고정부채의상환[1284],2.미사용차기이월자금[1285],3.미사용차기이월자금[1295],4.미사용차기이월자금[1382],7.학부수업료[1604],7.학부계절학기수업료[1605],7.대학원수업료[1606],7.대학원계절학기수업료[1607],5.기타국고지원[1514],5.유동성장기부채상환[1608]
경남대학교,한마학원, 대학 , 사립 , 일반 ,경남,법인,2022년,1797751.0,1653207.0,,,,,,,,,,,,,,1580000.0,1580000.0,,,,,,,,,,,,,,,,,,,,,1580000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73207.0,31475.0,31475.0,,41733.0,41733.0,,,,,,,113091.0,113091.0,96591.0,,,,,,96591.0,,,,,,,,,,,,,16500.0,,,,,16500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31453.0,31453.0,31453.0,1797751.0,1781256.0,170681.0,,,,,,,,,,,,,,,170681.0,139180.0,,14825.0,16676.0,10889.0,,5787.0,,,,,,70576.0,,,,,,,,,,32521.0,1157.0,,1287.0,,,,,27647.0,2430.0,38054.0,3659.0,1060.0,,,100.0,,,,28514.0,208.0,,4513.0,,,,,,,,,,,,,,,,,,,,,,,,,,1540000.0,1540000.0,,1540000.0,1540000.0,1424947.0,,,,115053.0,,,,,,,,,,,,,,,,,,,,,,,2474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2474.0,2474.0,2474.0,,,,,,,,,,,,,,,,,,,,,,,,14021.0,14021.0,14021.0,,,,,,
경동대학교,경동대학교, 대학 , 사립 , 일반 ,강원,법인,2022년,2891807.0,2803337.0,,,,,,,,,,,,,,2747348.0,2747348.0,,,,,,,,,,,,,,,,,,,,,2747348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55989.0,55819.0,55819.0,,170.0,170.0,,,,,,,74520.0,57702.0,,,,,,,,,,,,,,,,,,,,57702.0,,,57702.0,,,16818.0,16818.0,,,16818.0,,,,,,,,,,,,,,,,,,,,,,,,13950.0,13950.0,13950.0,2891807.0,2729269.0,489562.0,,,,,,,,,,,,,,,489562.0,459813.0,,7100.0,22649.0,4322.0,,17973.0,,354.0,,,,315738.0,1332.0,,,,,,1332.0,,,57437.0,100.0,2378.0,173.0,,,,1304.0,52303.0,1179.0,256969.0,,,228934.0,,9478.0,,50.0,,18506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1923970.0,1923970.0,,1923970.0,1373333.0,696510.0,34936.0,317437.0,32433.0,292018.0,550637.0,303980.0,35754.0,169137.0,21840.0,19927.0,,,,,,,,,,,,,,,,,155562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97860.0,97860.0,,,,,,,97860.0,,,,,,57702.0,57702.0,57702.0,,,,,,,,,,6976.0,6976.0,6976.0,,,,,,
경성대학교,한성(韓星)학원, 대학 , 사립 , 일반 ,부산,법인,2022년,3824903.0,1060434.0,,,,,,,,,,,,,,972684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,972684.0,,,,,972684.0,52675.0,700600.0,219410.0,,,,,,,,,,,,,,,,,,,,,,,,,87749.0,68252.0,68252.0,,17634.0,17634.0,,1864.0,1864.0,,,,2746100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2746100.0,2746100.0,2746100.0,,,,,,,,,,,,,,,,,,,,,,,,,,18369.0,18369.0,18369.0,3824903.0,726243.0,91656.0,,,,,,,,,,,,,,,91656.0,60000.0,,28600.0,3056.0,,,3056.0,,,,,,330553.0,550.0,,,,,,550.0,,,256393.0,4563.0,1908.0,,528.0,,,,116375.0,133018.0,73610.0,,,54110.0,,,,,,15900.0,,,3600.0,,,,,,,,,,,,,,,,,,,174033.0,,,174033.0,174033.0,,,130000.0,130000.0,,130000.0,130000.0,130000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3056100.0,3056100.0,,,,,,,,,,,,,,,,,,,,,,,,,,3056100.0,,,,3056100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,42560.0,42560.0,42560.0,,,,,,
경운대학교,숭선학원, 대학 , 사립 , 일반 ,경북,법인,2022년,785437.0,516133.0,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,,,,,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,506133.0,43864.0,43864.0,,10.0,10.0,,462259.0,462259.0,,,,263000.0,33000.0,33000.0,,,,,,33000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000.0,,,,,230000.0,230000.0,,,,,,6304.0,6304.0,6304.0,785437.0,518054.0,400.0,,,,,,,,,,,,,,,400.0,,,400.0,,,,,,,,,,179654.0,15720.0,,7036.0,,,8034.0,650.0,,,159214.0,2800.0,,,,,,139.0,121205.0,35070.0,4721.0,,159.0,3962.0,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338000.0,338000.0,,338000.0,338000.0,338000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,263000.0,230000.0,,,,,,,230000.0,,,,,,230000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000.0,,,,,33000.0,33000.0,,,4382.0,4382.0,4382.0,,,,,,
경일대학교,일청학원, 대학 , 사립 , 일반 ,경북,법인,2022년,11571309.0,1896824.0,,,,,,,,,,,,,,1800767.0,1800767.0,,,,,,,,,,,,,,,,,,,,,1800767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96057.0,89428.0,89428.0,,21.0,21.0,,6608.0,6608.0,,,,9617182.0,9617182.0,5617182.0,,5617182.0,,,,,,,,,,,,,,,,,4000000.0,,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57303.0,57303.0,57303.0,11571309.0,320674.0,53060.0,,,,,,,,,,,,,,,53060.0,44907.0,,3960.0,4193.0,,4193.0,,,,,,,109081.0,5166.0,,,,,,3223.0,1943.0,,76540.0,15441.0,55.0,,,,,,58291.0,2754.0,27374.0,1350.0,,12760.0,,,,,,9340.0,,,3925.0,,,,,,,,,,,,,,,,,,,12.0,,,12.0,12.0,,,158520.0,158520.0,,158520.0,100000.0,100000.0,,,,,58520.0,58520.0,,,,,,,,,,,,,,,,,,,,,4081212.0,4000000.0,,,,,,,4000000.0,,4000000.0,,,,,,,,,,,,,,,,,,,,,,,51212.0,51212.0,25912.0,,,,,,,,,25300.0,,,,,,30000.0,,,,,30000.0,30000.0,,,7169424.0,7169424.0,7169424.0,,,,,,
경주대학교,원석학원, 대학 , 사립 , 일반 ,경북,법인,2022년,-23434.0,110500.0,,,,,,,,,,,,,,110500.0,50500.0,,,,,,,,,,,,,,,,,,,,,50500.0,,,,,60000.0,,,,,60000.0,,,60000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-133934.0,-133934.0,-133934.0,-23434.0,71482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53482.0,,,,,,,,,,839.0,67.0,,79.0,,,,408.0,,286.0,52643.0,300.0,,44882.0,,,,,,7461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000.0,18000.0,,18000.0,18000.0,18000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94916.0,-94916.0,-94916.0,,,,,,
경희대학교,경희학원, 대학 , 사립 , 일반 ,서울,법인,2022년,23218080.0,19322833.0,,,,,,,,,,,,,,18580000.0,13080000.0,,,,,,,,,,,,,,,,,,3980000.0,,,9100000.0,,,,,5500000.0,,,,,5500000.0,5500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,742833.0,513269.0,513269.0,,229339.0,229339.0,,225.0,,225.0,,,738811.0,738811.0,,,,,,,,,,,,,,,,,,,,738811.0,,,738811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3156435.0,3156435.0,3156435.0,23218080.0,18010912.0,2369826.0,,,,,,,,,,,,,,,2369826.0,1043584.0,,290629.0,205970.0,96358.0,6283.0,88902.0,14428.0,,815833.0,,13810.0,1379654.0,403200.0,,262.0,,,,2018.0,400920.0,,101415.0,39827.0,14606.0,20767.0,1438.0,,,3923.0,14430.0,6424.0,875039.0,173978.0,24041.0,429025.0,,1190.0,,2132.0,,60757.0,179808.0,,4109.0,,,,,,,,,,,,,,,,,,,185928.0,185928.0,185928.0,,,,,14075504.0,14075504.0,95400.0,13980104.0,10047151.0,7880666.0,38706.0,237786.0,25601.0,1864392.0,3932952.0,3312846.0,,39966.0,,580141.0,,,,,,,,,,,,,,,,,642262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23450.0,23450.0,,,,,23450.0,,,,,,,,,,,618811.0,618811.0,618811.0,,,,,,,4564906.0,4564906.0,4564906.0,,,,,,
계명대학교,계명대학교, 대학 , 사립 , 일반 ,대구,법인,2022년,10325489.0,10325479.0,,,,,,,,,,,,,,10278925.0,10254000.0,,,,,,,,,,,,,,,,,,10093000.0,,,161000.0,,,,,24925.0,,,,,24925.0,,24925.0,,,,,,,,,,,,,,,,,,,,,,,,,,46554.0,37235.0,37235.0,,9319.0,9319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,10325489.0,9643988.0,780793.0,,,,,,,,,,,,,,,780793.0,340084.0,210121.0,116774.0,60414.0,32427.0,,26777.0,1210.0,,53400.0,,,135799.0,,,,,,,,,,36793.0,17703.0,5373.0,4047.0,3852.0,,,438.0,4000.0,1380.0,99006.0,10172.0,2050.0,14260.0,,6204.0,,30238.0,371.0,12120.0,23592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8727396.0,8727396.0,20000.0,8707396.0,6460752.0,4685638.0,,984.0,,1774129.0,2246644.0,1878171.0,,1259.0,,367214.0,,,,,,,,,,,,,,,,,6228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6228.0,6228.0,,,,,6228.0,,,,,,,,,,,,,,,,,,,,675273.0,675273.0,675273.0,,,,,,
고려대학교,고려중앙학원, 대학 , 사립 , 일반 ,서울,법인,2022년,29843254.0,22006429.0,,,,,,,,,,,,,,20324466.0,18968466.0,,,,,,,,,,,,,,,,,,2120000.0,,,16848466.0,,,,,1356000.0,,,,,1356000.0,1356000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1681963.0,1416471.0,1416471.0,,88357.0,88357.0,,177136.0,36275.0,140861.0,,,7339505.0,6690345.0,,,,,,,,,,,,,,6690345.0,,6690345.0,,,,,,,,,,648160.0,648160.0,648160.0,,,,,,,,,,,,,,1000.0,,,,,1000.0,1000.0,,,,,,497320.0,497320.0,497320.0,29843254.0,19918083.0,1096556.0,,,,,,,,,,,,,,,1096556.0,820400.0,,186949.0,82719.0,36813.0,3238.0,32181.0,10488.0,,,3959.0,2528.0,336321.0,17905.0,,890.0,,,,3012.0,12903.0,1100.0,91557.0,1332.0,11411.0,9324.0,1107.0,,,5080.0,60035.0,3267.0,226858.0,37643.0,260.0,49368.0,,,5135.0,5742.0,40401.0,27743.0,14655.0,,45911.0,,,,,,,,,,,,,,,,,,,329658.0,,,329658.0,329658.0,,,18155548.0,18155548.0,722910.0,17367192.0,13270821.0,10469254.0,97453.0,350902.0,58612.0,2294600.0,4096371.0,3518235.0,,39530.0,,538606.0,61446.0,61446.0,,4000.0,,,,,,,,,,,,,9358528.0,9300204.0,4000000.0,4000000.0,,,,,2690345.0,,2690345.0,,,,,,,,,,,2518196.0,,2153155.0,,,365041.0,91664.0,,,,91664.0,,58324.0,53000.0,,,,,53000.0,,,,,,5324.0,5324.0,,,,,,,,,,,,,566642.0,566642.0,566642.0,,,,,,
고신대학교,대한예수교장로회총회고려학원, 대학 , 사립 , 일반 ,부산,법인,2022년,4380235.0,4264337.0,,,,,,,,,,,,,,4254691.0,2855225.0,,,,,,,,,,,,,,,,,,2255225.0,,,600000.0,,,,,1399467.0,,,,,1399467.0,,,1399467.0,,,,,,,,,,,,,,,,,,,,,,,,,9646.0,534.0,534.0,,9112.0,9112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115898.0,115898.0,115898.0,4380235.0,3821280.0,327702.0,,,,,,,,,,,,,,,327702.0,189693.0,18987.0,76999.0,42022.0,26767.0,,15255.0,,,,,,345987.0,19647.0,,,,,,773.0,18024.0,850.0,105567.0,38585.0,10725.0,3891.0,78.0,,,3240.0,48114.0,935.0,220772.0,47938.0,20126.0,21637.0,,5220.0,,7172.0,7600.0,74121.0,6679.0,,30279.0,,,,,,,,,,,,,,,,,,,,,,,,,,3147592.0,3147592.0,,3147592.0,2454193.0,1355089.0,53991.0,308666.0,55566.0,680880.0,693399.0,429443.0,84050.0,120690.0,26481.0,32735.0,,,,,,,,,,,,,,,,,167475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167475.0,167475.0,,,,165000.0,2475.0,,,,,,,,,,,,,,,,,,,,391480.0,391480.0,391480.0,,,,,,
광신대학교,광신학원, 대학 , 사립 , 일반 ,광주,법인,2022년,1383042.0,1104501.0,,,,,,,,,,,,,,989267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,989267.0,,,,,989267.0,,569090.0,420177.0,,,,,,,,,,,,,,,,,,,,,,,,,115234.0,5065.0,5065.0,,1925.0,1925.0,,108244.0,108244.0,,,,210000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,180000.0,180000.0,180000.0,,,,,,,,,,,,,,30000.0,,,,,30000.0,30000.0,,,,,,68541.0,68541.0,68541.0,1383042.0,1146420.0,44619.0,,,,,,,,,,,,,,,44619.0,38860.0,1400.0,,4359.0,3276.0,,1083.0,,,,,,153389.0,77803.0,77803.0,,,,,,,,32580.0,13943.0,50.0,200.0,80.0,,,1771.0,10289.0,6246.0,43007.0,,,20600.0,,,,,,7313.0,,,15093.0,,,,,,,,,,,,,,,,,,,122412.0,,,122412.0,122412.0,,,826000.0,826000.0,496000.0,330000.0,219000.0,136000.0,20000.0,55000.0,8000.0,,111000.0,70300.0,4100.0,34000.0,2600.0,,,,,,,,,,,,,,,,,,180000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180000.0,,,,,180000.0,,180000.0,,56622.0,56622.0,56622.0,,,,,,
광운대학교,광운학원, 대학 , 사립 , 일반 ,서울,법인,2022년,1240226.0,386906.0,,,,,,,,,,,,,,385400.0,299800.0,,,,,,,,,,,,,,,,,,,,,299800.0,,,,,85600.0,,,,,85600.0,,60000.0,25600.0,,,,,,,,,,,,,,,,,,,,,,,,,1506.0,995.0,995.0,,511.0,511.0,,,,,,,846562.0,846562.0,,,,,,,,,,,,,,,,,,,,846562.0,,,846562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6758.0,6758.0,6758.0,1240226.0,392690.0,183004.0,,,,,,,,,,,,,,,183004.0,151071.0,,24400.0,7533.0,,2934.0,4599.0,,,,,,208686.0,19255.0,,2055.0,,,,323.0,12776.0,4100.0,17402.0,3226.0,551.0,758.0,,,2746.0,470.0,8829.0,820.0,172030.0,,350.0,77095.0,,,,,6418.0,18647.0,2361.0,,67159.0,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1000.0,,1000.0,1000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,846562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846562.0,846562.0,846562.0,,,,,,,,,,974.0,974.0,974.0,,,,,,
광주가톨릭대학교,대건학당, 대학 , 사립 , 일반 ,전남,법인,2022년,441507.0,282184.0,,,,,,,,,,,,,,240156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,240156.0,,,,,240156.0,,240156.0,,,,,,,,,,,,,,,,,,,,,,,,,,42028.0,42028.0,42028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159324.0,159324.0,159324.0,441507.0,400467.0,95724.0,,,,,,,,,,,,,,,95724.0,74064.0,,10320.0,11340.0,7972.0,,3368.0,,,,,,22528.0,,,,,,,,,,6498.0,1042.0,,,,,,107.0,2106.0,3243.0,16030.0,1080.0,350.0,14600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282215.0,282215.0,139251.0,142964.0,57555.0,30444.0,248.0,12990.0,131.0,13742.0,85409.0,56128.0,,27290.0,270.0,1721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41040.0,41040.0,41040.0,,,,,,
광주대학교,호심학원, 대학 , 사립 , 일반 ,광주,법인,2022년,9967301.0,2234213.0,,,,,,,,,,,,,,589100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,589100.0,,,,,589100.0,293250.0,,295850.0,,,,,,,,,,,,,,,,,,,,,,,,,1645113.0,8909.0,8909.0,,1663.0,1663.0,,1634541.0,301632.0,1332909.0,,,7060000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0,7000000.0,5677000.0,1323000.0,,,,,,,,,,,,,60000.0,,,,,60000.0,60000.0,,,,,,673088.0,673088.0,673088.0,9967301.0,2058111.0,280247.0,,,,,,,,,,,,,,,280247.0,214375.0,,49583.0,16289.0,5776.0,,9815.0,698.0,,,,,427863.0,116700.0,78124.0,2846.0,4500.0,,21326.0,2145.0,,7759.0,172400.0,691.0,9049.0,4159.0,3087.0,,5822.0,2975.0,78281.0,68336.0,138763.0,4900.0,1248.0,69770.0,,16151.0,2206.0,9200.0,8280.0,24008.0,,,3000.0,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,1350000.0,1350000.0,,1350000.0,1050000.0,730000.0,,,,320000.0,300000.0,300000.0,,,,,,,,,,,,,,,,,,,,,7526031.0,7157014.0,,,,,,,7157000.0,7157000.0,,,,,,,,,,,,,,,,,,14.0,,,,14.0,,4018.0,4018.0,,,,,4018.0,,,,,,,,,,,365000.0,,,,,365000.0,365000.0,,,383159.0,383159.0,383159.0,,,,,,
